"RiskPerformance","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance","MSinceOldestTradeOpen","InqInLast7days","ExternalRiskEstimate"
0,5,76,31,0,4,1,7,8,2,19,2,0,18,-8,5,1,0,38,401,0,84
0,4,101,16,0,3,2,4,6,1,32,2,2,53,58,4,3,1,78,214,0,69
0,2,108,25,0,3,6,6,6,2,31,2,2,22,82,2,4,0,70,305,0,79
1,7,64,10,2,1,6,6,4,2,64,2,4,28,-8,1,1,0,67,110,1,60
1,10,53,13,0,4,1,7,8,1,62,2,0,44,92,2,3,0,83,181,0,80
1,12,108,26,0,3,4,4,6,1,14,2,0,15,-8,6,1,0,47,211,0,73
1,6,86,26,6,2,6,6,5,2,61,2,0,28,67,3,4,1,78,246,0,66
1,7,45,5,0,4,1,7,8,2,40,2,0,74,89,1,1,1,50,138,0,74
0,9,55,30,0,4,1,6,8,4,53,2,2,39,82,4,7,0,79,130,0,72
1,9,73,31,0,3,1,6,6,4,38,2,0,72,96,6,3,4,75,176,0,69
1,3,85,28,0,3,4,4,6,2,41,2,0,86,43,9,4,3,93,187,0,61
1,7,49,14,3,1,4,4,3,2,59,2,0,100,83,3,8,1,85,129,0,56
1,31,70,10,3,2,5,6,4,0,93,2,3,0,-8,0,1,0,50,113,0,62
1,6,51,27,1,3,5,6,6,4,63,2,0,33,98,4,2,0,75,125,0,66
1,14,91,16,0,3,6,6,6,0,39,2,1,88,86,5,2,2,100,198,0,72
1,6,58,13,0,4,1,7,8,3,57,2,1,32,75,3,4,0,88,129,0,82
1,5,77,38,0,2,2,4,6,1,51,2,3,44,49,13,6,2,90,158,0,57
1,6,40,14,1,3,6,6,2,1,20,2,3,92,9,9,2,2,100,65,1,64
1,7,76,12,3,2,6,5,3,1,56,2,0,99,43,3,4,0,100,128,0,61
1,3,25,13,2,3,6,6,4,6,40,2,2,80,95,8,5,2,100,66,0,56
0,7,93,18,0,3,5,6,6,2,55,2,0,10,96,1,1,0,33,297,0,80
1,4,45,23,1,3,3,2,4,6,17,2,0,13,-8,10,2,2,75,145,0,56
1,6,74,31,1,3,1,6,6,3,67,2,1,30,90,3,2,0,56,210,0,66
1,3,79,23,1,2,6,6,2,4,41,2,0,47,-8,3,2,1,56,216,0,72
1,3,55,54,0,3,1,5,7,8,55,2,2,54,91,6,7,1,64,170,0,72
0,11,64,28,0,4,1,7,8,1,50,2,0,69,81,7,3,4,65,178,0,70
1,4,84,36,0,3,6,6,6,2,31,2,1,77,100,7,2,4,75,194,0,61
1,14,61,17,0,3,5,6,6,0,35,2,1,22,70,4,5,2,82,134,0,67
0,14,70,34,0,3,3,4,6,0,26,2,0,75,81,7,5,2,86,204,0,61
0,30,104,13,0,4,1,7,8,0,53,2,0,21,-8,1,1,0,67,255,0,84
0,4,65,27,0,4,1,7,8,4,48,2,5,46,26,5,4,1,69,185,0,73
1,18,87,9,5,1,5,6,5,0,57,2,2,80,-8,1,1,1,67,151,0,66
1,3,77,26,1,2,4,4,5,3,57,2,6,72,100,2,4,0,86,243,0,65
0,6,74,10,0,4,1,7,8,1,50,2,1,0,84,1,2,0,50,160,0,88
1,13,57,18,0,3,6,6,6,0,20,2,0,83,-8,5,1,2,75,159,0,69
0,29,81,6,3,1,4,0,2,0,55,2,0,-8,-8,0,0,0,-8,131,0,57
1,6,44,14,2,4,1,6,8,2,36,2,0,16,33,4,2,1,75,82,0,67
1,15,115,20,0,4,1,7,8,0,17,2,0,10,-8,3,1,0,50,306,0,89
1,12,100,11,0,4,1,7,8,1,36,2,2,23,83,3,2,0,83,341,0,84
1,14,80,25,0,4,1,7,8,0,38,2,2,25,93,4,2,1,60,196,0,79
0,5,78,25,0,3,1,6,6,3,40,2,0,12,96,3,2,0,56,257,0,81
0,20,92,16,0,4,1,7,8,0,50,2,0,16,58,1,2,0,38,163,0,81
0,77,233,5,0,4,1,7,8,0,0,2,0,0,-8,0,0,0,0,398,0,92
1,2,35,20,0,3,1,5,6,7,50,2,4,30,70,6,5,0,92,88,1,62
1,9,56,26,2,2,6,5,5,1,45,2,3,87,59,10,8,2,100,195,1,62
1,9,85,43,1,3,4,4,5,1,44,2,2,3,80,4,2,0,60,211,0,74
1,7,102,45,0,2,3,4,6,3,24,2,1,65,77,14,3,5,75,410,1,58
0,2,64,42,0,4,1,5,8,7,30,2,1,5,90,3,4,0,35,146,0,85
0,5,118,16,1,2,2,4,5,2,33,2,1,69,66,6,4,3,100,208,0,62
1,6,68,35,0,3,1,5,7,2,53,2,0,76,78,12,4,2,100,138,0,65
0,10,72,58,0,4,1,7,8,1,22,2,3,82,91,15,5,11,87,153,0,67
1,6,39,16,1,2,5,5,6,1,75,2,1,101,79,3,4,1,100,66,0,61
1,30,94,25,0,3,5,6,6,0,24,2,1,33,6,3,2,1,36,182,0,70
1,5,111,47,0,4,1,7,8,2,27,2,1,78,61,21,2,9,80,368,0,68
1,7,20,9,0,4,1,7,8,3,11,2,1,18,81,4,1,0,63,41,0,74
0,7,63,37,0,4,1,7,8,1,18,2,0,3,63,2,2,0,50,150,0,78
1,3,17,13,2,3,1,5,7,4,43,2,1,52,82,6,4,1,91,42,0,63
1,4,54,32,0,4,1,7,8,4,31,2,4,69,33,6,3,2,90,319,0,74
0,23,118,8,0,4,1,7,8,0,0,2,0,5,-8,3,0,0,50,240,0,91
1,7,97,29,9,1,2,4,4,1,63,2,1,16,94,1,1,0,50,175,0,64
1,19,48,2,1,2,4,0,6,0,100,2,0,-8,-8,0,1,0,100,64,0,56
0,13,57,8,0,4,1,7,8,0,25,2,1,4,-8,2,1,1,60,73,0,82
0,8,97,28,0,3,5,6,6,1,35,2,0,34,56,4,3,0,73,206,0,73
0,13,72,32,0,4,1,7,8,0,41,2,1,4,-8,3,1,0,67,259,0,85
1,13,73,53,1,4,1,6,8,0,63,2,1,40,51,5,7,1,80,169,0,65
1,5,73,28,0,4,1,7,8,2,24,2,4,2,-8,6,1,0,58,152,0,80
1,26,94,6,1,2,1,6,6,0,86,2,0,24,-8,1,1,0,100,204,0,66
1,9,60,19,0,3,3,4,6,4,60,2,0,77,71,5,6,2,92,212,0,65
0,4,76,40,0,4,1,7,8,4,24,2,0,22,24,7,2,2,60,179,0,80
1,16,67,12,0,4,1,7,8,0,8,2,0,50,-8,2,1,2,38,112,0,77
1,5,39,25,0,2,4,4,6,9,50,2,7,82,89,7,4,2,92,158,1,52
1,6,88,38,0,4,1,7,8,3,45,2,1,55,-8,3,2,1,71,210,0,79
0,21,118,15,0,4,1,7,8,0,12,2,0,19,-8,3,0,0,43,427,0,84
0,4,87,22,0,3,1,6,6,1,41,2,0,8,-8,2,1,0,43,137,0,84
1,6,97,28,0,4,1,7,8,2,48,2,0,40,-8,4,1,1,83,196,0,79
1,7,100,53,0,2,2,4,6,2,30,2,2,60,70,14,5,3,91,214,0,57
1,9,74,11,2,4,1,6,8,1,83,2,2,-8,66,0,2,0,100,145,0,65
1,3,96,25,3,2,4,4,6,4,57,2,0,27,95,8,4,1,87,266,0,65
1,12,53,22,0,2,5,6,6,1,39,2,0,68,92,6,2,3,89,163,0,62
1,21,47,15,0,4,1,5,8,0,33,2,4,68,50,5,2,1,100,74,0,67
0,7,100,25,0,4,1,7,8,2,24,2,0,10,57,3,2,0,50,288,0,85
0,5,78,15,1,2,6,6,3,1,44,2,2,80,-8,2,1,1,60,132,0,72
1,3,97,26,0,2,5,6,6,2,33,2,2,84,30,8,3,5,86,153,0,55
0,4,71,20,1,3,6,6,5,1,57,2,0,11,54,3,3,0,86,192,0,84
1,7,97,15,7,2,6,0,6,1,71,2,0,50,-8,3,1,1,100,342,0,66
1,18,111,12,0,3,1,6,6,0,0,2,1,13,-8,2,0,0,50,255,0,80
1,7,103,16,1,2,5,5,5,2,32,2,0,59,-8,5,0,3,63,222,0,68
1,5,41,31,0,4,1,7,8,5,56,2,1,71,90,13,4,4,100,91,0,58
0,21,45,13,2,1,3,1,3,0,43,2,0,33,33,3,3,0,86,73,0,54
1,9,54,22,0,4,1,7,8,3,36,2,3,28,92,2,2,0,67,119,0,81
0,4,59,29,0,4,1,7,8,3,45,2,1,2,51,2,4,1,60,135,0,79
1,12,74,21,0,3,5,6,6,1,29,2,1,33,81,7,2,1,69,340,0,74
1,9,70,22,1,3,4,4,4,1,52,2,0,76,73,5,4,4,90,188,0,66
0,4,145,14,2,2,2,4,2,1,22,2,1,32,-8,3,0,1,43,447,0,56
1,10,107,46,0,4,1,7,8,2,38,2,1,38,88,11,1,2,87,247,0,74
1,10,56,14,0,2,1,6,6,1,40,2,0,3,54,2,5,0,64,152,0,78
0,33,106,9,0,4,1,7,8,0,22,2,1,2,-8,2,1,0,100,255,0,89
0,5,89,31,0,4,1,7,8,2,27,2,0,90,90,8,4,4,86,272,0,68
1,6,31,14,0,4,1,7,8,6,29,2,1,64,-8,7,1,0,100,87,0,64
1,7,73,22,0,3,6,6,6,2,45,2,0,101,93,2,2,1,100,186,0,73
0,9,91,23,0,2,5,6,6,4,29,2,0,17,73,4,2,0,75,295,0,74
1,2,16,9,0,4,1,7,8,6,60,2,0,55,75,4,4,1,100,65,0,67
0,2,59,45,0,4,1,7,8,6,24,2,6,29,45,5,3,1,43,188,0,70
0,9,122,40,0,2,6,6,6,1,57,2,0,100,32,2,3,1,100,286,0,66
0,2,75,18,0,4,1,7,8,2,40,2,0,10,-8,4,1,1,71,223,0,84
0,5,109,29,0,4,1,7,8,2,17,2,0,1,-8,4,1,0,43,273,0,85
1,2,94,28,0,3,1,6,6,2,50,2,1,6,63,2,2,0,33,243,0,84
0,13,103,20,0,2,4,4,6,0,25,2,0,28,47,7,2,0,90,225,0,69
1,7,92,51,0,2,4,4,6,1,26,2,3,60,58,14,2,3,85,191,0,58
0,7,70,44,0,4,1,6,8,4,23,2,0,9,93,3,2,0,42,169,0,79
1,18,117,5,0,1,5,6,6,0,0,2,2,0,-8,1,0,0,33,256,1,79
0,18,147,27,0,3,1,5,7,0,52,2,0,3,55,5,2,0,78,308,0,88
1,4,35,15,2,4,1,7,8,2,33,2,1,70,97,4,3,0,78,111,0,64
0,4,105,35,2,2,6,6,4,5,33,2,2,27,6,10,3,1,88,335,0,70
1,7,57,36,0,3,2,4,6,2,61,2,1,50,75,6,3,1,90,100,0,60
1,4,91,24,0,4,1,7,8,2,38,2,2,57,-8,6,1,2,78,244,0,75
0,9,91,9,0,4,1,7,8,2,40,2,0,0,-8,0,2,0,33,236,0,88
1,6,83,22,0,3,6,6,6,1,39,2,2,29,37,4,3,1,54,192,0,77
1,9,57,23,0,2,6,5,6,2,58,2,0,80,79,3,4,1,88,138,0,61
1,5,38,15,0,3,1,6,6,3,31,2,1,13,95,2,2,1,36,82,0,76
0,14,164,15,0,4,1,7,8,0,33,2,0,34,72,4,2,0,75,331,0,80
1,6,45,13,2,2,5,6,5,1,82,2,3,-8,77,0,2,0,100,107,0,67
0,7,68,25,3,2,6,5,4,1,43,2,1,46,56,8,3,2,85,130,0,65
1,4,65,24,0,3,1,6,6,2,40,2,0,48,81,7,6,1,81,158,0,74
0,23,143,11,0,4,1,7,8,0,0,2,0,21,-8,3,0,0,100,377,0,86
0,8,104,39,0,3,6,6,6,3,30,2,0,75,99,11,1,5,81,308,0,71
1,7,140,24,2,2,6,6,2,2,21,2,0,42,-8,9,0,2,69,297,0,74
1,2,87,38,0,3,2,4,6,3,58,2,2,78,71,5,6,4,73,316,0,61
1,23,109,3,2,2,4,3,5,0,60,2,2,-8,-8,0,1,0,100,139,0,64
1,3,75,15,0,3,6,5,6,1,33,2,1,69,-8,8,1,1,100,139,0,66
0,10,121,20,0,4,1,6,8,1,25,2,0,42,88,8,2,1,77,272,0,77
0,6,97,16,0,4,1,7,8,2,41,2,1,2,5,2,3,0,71,200,0,90
1,11,101,11,4,3,6,6,6,1,58,2,3,0,90,0,3,0,75,270,0,71
0,24,81,14,0,4,1,7,8,0,36,2,1,20,-8,2,1,0,60,146,0,78
1,1,83,29,0,3,5,5,6,1,41,2,1,53,93,2,1,1,50,196,0,74
0,2,52,11,0,4,1,7,8,2,25,2,2,32,87,1,2,0,75,138,0,80
1,12,80,36,4,3,5,6,3,1,69,2,0,7,66,3,9,0,75,124,0,74
1,14,63,20,0,3,2,4,6,0,65,2,1,0,49,0,6,0,86,122,0,68
0,5,65,36,0,4,1,7,8,3,42,2,0,34,-8,4,2,0,86,178,0,80
1,11,146,11,16,2,6,0,6,1,45,2,3,6,95,1,1,0,67,313,0,66
1,20,63,26,1,2,5,5,5,0,41,2,3,65,67,3,4,1,88,118,0,61
1,10,60,28,2,2,4,3,5,2,47,2,0,69,142,7,9,1,89,127,0,55
0,5,119,11,0,4,1,7,8,3,36,2,2,5,-8,1,1,0,67,460,0,89
0,9,111,28,0,3,1,6,6,1,24,2,0,0,13,2,2,0,27,222,0,87
1,1,82,14,0,2,3,4,6,2,38,2,2,3,-8,2,1,0,43,172,0,74
0,7,95,52,0,3,5,6,6,2,49,2,0,0,69,2,3,0,38,238,0,82
1,13,197,8,1,2,2,2,4,0,22,2,0,72,-8,4,0,1,80,423,0,57
0,12,80,12,0,3,1,6,6,1,33,2,0,42,84,3,2,1,71,114,0,71
1,7,17,7,2,4,1,7,8,3,14,2,0,51,-8,4,1,1,100,31,0,63
0,11,100,27,0,3,6,6,6,1,32,2,0,70,-8,4,1,1,86,179,0,72
0,6,61,18,0,4,1,7,8,4,25,2,1,42,-8,3,0,0,60,144,1,81
0,4,53,39,0,3,2,4,6,4,65,2,3,53,82,5,7,1,81,122,0,61
1,20,86,7,2,1,4,4,3,0,70,2,1,95,54,1,3,1,100,244,0,61
1,8,72,13,0,4,1,7,8,1,14,2,0,15,-8,4,1,1,63,199,0,79
1,7,54,26,0,4,1,7,8,2,52,2,3,0,89,2,4,0,50,110,0,78
0,3,85,20,1,2,3,4,6,2,30,2,2,36,13,7,3,1,77,289,0,55
0,7,79,40,0,4,1,7,8,4,23,2,0,28,13,6,2,2,47,371,0,74
0,11,93,27,0,2,5,6,6,1,44,2,2,51,100,5,2,2,70,234,0,70
0,2,66,44,11,2,3,0,2,5,66,2,7,23,68,2,5,0,64,174,1,42
1,2,84,17,1,2,5,6,6,3,55,2,2,16,95,2,3,1,63,198,0,69
0,2,49,24,1,2,6,6,2,4,19,2,0,47,57,3,3,1,64,93,0,66
1,3,29,17,0,4,1,7,8,6,55,2,7,21,81,1,5,0,55,73,0,73
0,8,78,13,1,4,1,6,8,1,43,2,0,52,68,2,3,0,83,157,0,71
1,4,47,13,1,2,5,6,5,3,36,2,2,29,-8,3,1,0,67,117,0,67
1,41,81,21,2,2,4,4,6,0,46,2,1,80,24,4,2,2,78,197,0,61
1,19,35,2,0,4,1,7,8,0,100,2,0,-8,-8,0,1,0,100,51,0,72
0,8,66,49,0,4,1,7,8,1,57,2,0,0,82,1,4,0,56,126,0,84
0,12,53,11,0,3,3,4,6,1,38,2,1,38,83,1,3,0,80,104,0,72
1,32,106,40,0,3,4,4,6,0,24,1,3,69,30,16,2,7,95,234,0,57
1,4,62,16,2,2,5,6,5,1,44,1,2,66,89,3,5,2,73,212,0,63
0,4,115,24,2,4,1,6,8,2,84,1,0,97,90,3,4,1,100,204,0,65
1,14,92,32,0,2,4,4,6,0,49,1,1,77,60,7,3,2,71,177,0,56
1,7,86,17,0,4,1,7,8,2,29,1,1,75,-8,4,1,2,83,169,0,72
0,5,58,36,1,3,4,4,5,4,56,1,1,50,98,4,4,1,73,123,0,54
1,3,81,21,1,3,6,6,6,2,46,1,2,11,-8,4,3,1,80,197,0,74
1,20,57,19,0,2,4,4,6,0,62,1,0,71,71,6,3,1,100,198,0,60
1,5,59,13,0,4,1,7,8,1,50,1,2,47,57,2,3,1,100,101,0,74
1,7,51,31,0,4,1,5,7,4,32,1,0,49,91,8,3,1,79,87,0,66
1,3,87,21,1,2,2,4,6,5,45,1,4,39,77,2,6,1,67,344,0,61
1,4,38,16,0,4,1,7,8,5,29,1,8,53,99,5,1,1,86,79,0,64
1,5,65,8,0,4,1,7,8,2,50,1,0,19,85,1,2,0,50,134,0,87
1,9,61,21,0,3,1,6,6,2,52,1,1,67,-8,7,0,2,100,156,0,72
0,6,87,40,0,4,1,7,8,2,36,1,1,9,-8,5,2,0,78,195,0,77
1,10,70,9,1,1,4,4,5,1,60,1,1,64,11,2,2,1,100,181,0,62
0,44,96,15,0,4,1,7,8,0,65,1,0,45,71,4,1,0,83,233,0,82
0,1,89,35,1,3,6,6,2,2,26,1,0,20,-8,3,1,1,31,187,0,74
0,3,93,21,3,2,2,0,2,1,32,1,5,62,-8,4,2,2,64,317,0,57
1,4,37,19,2,4,1,6,8,4,37,1,2,43,67,5,4,1,69,95,0,63
0,14,114,10,0,4,1,7,8,0,30,1,1,70,58,5,2,4,88,241,0,71
0,8,102,35,0,3,5,6,6,1,43,1,0,4,53,4,4,0,69,213,0,77
0,4,74,20,0,4,1,7,8,2,48,1,3,70,79,5,2,1,100,162,0,73
1,21,120,27,0,2,3,4,6,0,57,1,2,41,-8,4,1,0,71,283,0,61
1,10,30,7,0,2,5,6,6,1,29,1,2,89,104,2,2,1,80,49,0,62
1,33,85,3,0,4,1,7,8,0,100,1,2,-8,10,0,1,0,100,153,1,69
0,5,83,33,0,3,6,6,6,1,58,1,1,62,80,6,4,2,77,240,0,64
1,13,12,1,0,4,1,7,8,0,100,1,1,-8,92,0,1,0,100,12,0,65
1,6,71,24,1,3,2,4,6,2,42,1,2,28,54,6,1,0,78,134,0,58
1,3,65,18,0,2,5,6,6,3,40,1,5,58,82,4,3,1,88,199,0,62
1,3,84,28,0,4,1,7,8,3,32,1,0,44,97,6,3,3,77,177,0,75
1,4,48,23,1,2,5,5,5,6,24,1,1,61,85,10,2,1,80,146,0,58
1,3,82,15,1,2,6,6,4,1,50,1,3,107,-8,2,1,1,100,159,0,66
1,14,77,25,3,2,3,4,5,0,86,1,6,87,22,2,2,1,100,144,0,54
0,7,127,42,0,3,5,6,6,2,40,1,1,38,47,10,2,1,71,226,0,72
0,3,62,18,0,4,1,7,8,1,47,1,2,16,60,4,7,0,79,151,0,84
1,5,20,5,0,2,5,6,6,1,20,1,2,83,33,1,1,1,60,32,0,63
1,15,22,6,1,2,4,0,6,0,67,1,2,79,86,1,3,1,100,35,0,54
1,6,77,22,0,4,1,7,8,1,41,1,0,1,95,1,3,0,80,179,0,89
1,13,99,14,1,2,2,4,5,0,58,1,0,63,89,2,4,1,88,256,0,61
1,9,125,33,0,3,6,6,6,1,55,1,1,66,20,4,5,2,67,189,1,72
1,6,80,17,0,2,4,4,6,2,24,1,0,53,98,7,2,0,90,146,0,65
1,5,66,20,0,4,1,7,8,2,50,1,0,74,76,5,4,1,100,147,0,73
1,5,90,19,1,2,6,6,6,2,26,1,1,38,94,8,1,3,90,161,0,69
1,7,115,16,4,2,3,4,2,3,32,1,5,12,70,1,2,0,75,197,0,56
0,15,147,26,0,2,4,4,6,0,36,1,0,1,-8,3,2,0,64,207,0,71
1,14,133,24,5,2,4,3,2,0,36,1,0,94,36,5,3,0,90,225,0,57
1,16,67,18,2,2,4,1,3,0,85,1,3,0,64,0,3,0,75,145,0,68
0,5,68,58,0,4,1,7,8,4,35,1,3,17,25,3,2,0,50,140,0,78
0,2,69,25,0,3,1,6,6,5,23,1,2,57,-8,4,1,1,45,258,0,72
1,2,27,16,0,4,1,7,8,4,12,1,0,74,36,9,2,5,80,56,0,56
1,3,114,18,3,3,5,6,2,2,38,1,4,5,92,1,2,0,50,285,0,68
0,4,80,33,0,4,1,7,8,3,36,1,3,22,23,5,4,2,82,228,0,80
0,3,67,18,0,2,4,4,6,2,21,1,2,5,88,2,2,0,44,129,0,74
1,2,99,27,1,3,5,6,5,2,23,1,0,14,63,2,2,0,50,242,0,75
0,8,84,30,0,4,1,7,8,1,32,1,0,3,95,2,3,0,36,169,0,81
0,4,87,24,2,2,2,1,3,3,41,1,1,30,-8,10,1,0,85,224,0,54
1,8,69,38,0,4,1,7,8,3,30,1,0,66,-8,8,1,5,91,159,0,68
0,19,92,30,0,4,1,7,8,0,50,1,0,21,84,3,3,0,86,201,0,81
1,6,52,16,0,4,1,7,8,4,56,1,2,54,45,5,2,1,88,160,0,74
1,18,53,19,0,4,1,7,8,0,25,1,0,31,78,4,3,1,54,191,0,73
1,8,82,25,1,2,3,0,6,1,46,1,0,53,92,8,3,1,85,216,0,56
1,6,61,24,0,3,3,4,6,2,48,1,0,0,91,1,6,0,58,226,0,80
1,6,63,22,0,3,6,6,6,1,36,1,2,21,95,2,2,0,100,182,0,78
1,3,36,27,0,3,3,4,6,6,36,1,2,58,55,13,3,2,100,159,0,60
0,40,88,8,0,4,1,7,8,0,56,1,0,7,-8,2,1,0,75,194,0,87
1,6,25,7,0,2,6,6,6,2,89,1,2,113,97,1,2,1,100,49,0,61
0,4,49,29,0,4,1,7,8,3,50,1,2,20,81,5,4,1,75,96,0,79
1,18,106,22,0,3,1,6,6,0,18,1,0,73,59,12,1,0,93,191,0,73
0,10,84,31,0,4,1,7,8,1,30,1,0,80,90,8,3,5,85,243,0,74
1,9,81,14,1,2,4,4,6,1,27,1,0,18,-8,1,0,1,33,157,0,71
1,24,125,7,2,2,6,6,5,0,73,1,5,-8,-8,0,1,0,100,208,0,69
0,7,98,33,0,3,6,6,6,3,33,1,0,25,69,4,3,1,47,209,0,75
1,12,116,27,2,4,1,6,8,1,17,1,1,13,55,2,1,0,36,174,0,75
0,2,117,22,0,3,2,4,6,2,58,1,2,67,80,2,4,0,100,155,0,67
0,25,90,15,0,4,1,7,8,0,7,1,0,2,-8,2,1,0,50,142,0,90
1,17,58,19,4,2,3,3,2,0,57,1,2,51,-8,2,1,0,60,92,0,60
0,20,104,26,0,3,6,6,6,0,15,1,0,32,-8,4,1,0,56,227,0,84
1,2,34,1,0,4,1,9,8,4,20,1,4,34,101,1,1,0,50,168,0,80
1,41,131,57,3,2,2,0,5,0,32,1,1,58,13,17,3,4,79,284,0,44
1,12,85,27,0,2,2,4,6,1,38,1,0,40,100,6,2,2,73,340,0,60
0,76,173,12,1,3,6,6,5,0,7,1,1,1,-8,6,0,0,67,197,0,82
1,27,32,3,0,4,1,7,8,0,0,1,2,21,-8,1,0,0,50,44,0,78
1,41,148,31,0,4,1,7,8,0,19,1,0,65,70,15,1,6,94,238,0,78
1,2,13,14,0,4,1,7,8,8,40,1,1,49,71,8,2,1,91,27,0,59
1,11,31,4,0,4,1,7,8,1,25,1,1,81,62,3,1,0,100,82,0,70
1,9,50,14,0,2,4,4,6,1,29,1,0,54,-8,4,1,3,83,121,0,62
1,10,70,15,6,1,5,6,2,1,25,1,4,8,60,2,2,0,67,116,0,62
1,11,52,21,1,3,4,3,5,3,55,1,0,68,67,4,4,3,90,119,0,64
0,36,94,31,1,3,6,6,5,0,47,1,1,5,-8,3,1,0,44,163,0,75
1,9,88,17,0,3,6,6,6,1,35,1,0,0,92,1,2,0,38,192,0,82
0,11,113,16,0,3,5,6,6,1,12,1,0,6,-8,2,0,0,40,245,0,84
0,8,104,13,1,4,1,7,8,1,38,1,0,44,-8,3,1,1,80,234,0,69
0,20,104,26,0,4,1,7,8,0,19,1,0,6,-8,3,1,0,36,211,0,88
1,3,116,29,0,4,1,7,8,1,39,1,2,42,97,3,2,0,75,183,0,71
0,2,80,17,0,4,1,7,8,2,53,1,1,1,86,2,2,0,50,176,0,90
0,6,95,49,0,3,5,6,6,3,55,1,4,25,42,4,7,0,50,260,0,78
0,5,52,14,2,2,6,6,2,1,75,1,1,55,78,2,11,1,93,90,0,68
1,4,65,29,0,4,1,7,8,4,34,1,0,69,94,8,3,5,71,117,0,70
1,2,90,28,2,3,5,6,6,6,48,2,4,9,67,3,2,0,56,221,0,65
0,8,95,22,0,4,1,7,8,2,50,1,0,46,54,3,3,1,67,187,0,75
1,7,58,22,0,2,3,4,6,4,57,4,0,41,68,2,4,0,60,192,0,61
0,4,128,54,0,4,1,7,8,2,27,3,1,8,27,4,3,1,47,238,0,83
0,5,66,14,0,2,4,4,6,1,14,2,2,15,-8,3,1,1,40,160,0,73
1,5,34,15,0,4,1,7,8,4,19,2,1,5,76,5,2,0,64,171,0,81
1,2,46,16,0,3,1,5,7,2,11,2,2,86,91,7,1,4,80,84,0,70
1,29,179,3,5,1,5,6,4,0,0,2,3,-8,-8,0,0,0,-8,85,0,78
1,19,80,17,0,3,2,4,6,0,45,5,0,82,-8,2,1,2,75,153,0,56
1,5,80,25,0,3,3,4,6,1,32,2,2,37,-8,3,3,1,60,241,0,65
0,12,73,27,0,3,6,6,6,1,43,5,0,65,78,3,3,2,75,189,0,75
1,20,135,36,0,4,1,7,8,0,27,5,0,38,47,11,2,1,76,262,0,83
0,8,65,29,1,4,1,6,8,2,50,1,0,43,82,5,3,1,62,151,0,65
1,9,74,28,1,3,3,4,6,2,21,2,4,62,85,6,1,2,78,188,0,62
1,19,79,16,0,2,3,4,6,0,29,4,0,31,68,2,1,1,50,200,0,63
1,7,86,20,0,3,1,6,6,2,57,4,0,57,71,3,2,2,83,169,0,75
0,3,79,24,0,4,1,7,8,3,36,3,2,1,-8,3,1,0,44,188,0,87
1,2,9,8,0,4,1,7,8,7,22,3,1,33,88,6,2,0,89,20,0,65
1,3,54,19,0,2,6,6,6,3,40,4,0,15,83,4,2,0,67,112,0,76
1,5,46,13,0,4,1,7,8,3,50,4,0,54,-8,2,3,2,63,113,0,68
1,2,56,26,0,3,1,5,7,3,33,2,4,66,72,10,3,4,82,137,1,65
1,18,69,19,1,4,1,6,8,0,68,3,0,0,11,1,2,0,100,184,0,68
0,5,56,32,0,4,1,7,8,5,63,3,1,18,69,3,12,1,83,229,0,73
1,10,54,18,0,4,1,7,8,1,44,5,0,9,-8,2,1,0,38,153,0,82
0,7,67,11,0,4,1,7,8,1,8,2,4,3,-8,3,1,0,67,117,0,87
1,1,91,44,1,2,2,3,5,1,35,1,0,43,12,16,2,2,78,206,0,50
1,7,64,12,1,1,6,6,5,3,50,3,1,3,67,1,2,0,50,131,0,70
0,13,163,25,0,4,1,7,8,0,12,1,0,9,-8,4,0,0,36,247,0,87
1,10,40,14,3,3,6,0,5,3,44,4,0,103,-8,4,2,3,100,199,0,60
1,6,108,27,2,2,6,5,4,2,30,3,0,66,77,5,3,3,73,258,0,65
1,9,58,15,0,1,5,6,6,1,44,4,0,47,68,1,5,1,55,126,0,68
1,3,100,25,1,2,2,4,6,5,54,2,1,46,88,7,3,3,91,183,0,55
0,4,94,42,1,3,6,6,3,7,27,3,8,14,-8,5,2,1,50,260,0,76
1,8,63,10,0,4,1,7,8,1,9,4,1,51,-8,1,1,0,50,102,1,78
0,14,74,14,0,4,1,7,8,0,63,2,1,16,82,2,3,0,71,158,0,84
1,3,24,15,0,4,1,7,8,4,44,3,1,73,87,5,6,2,85,95,0,56
1,5,50,29,1,3,5,5,3,2,60,2,1,35,93,2,6,1,57,128,0,65
0,5,100,39,0,3,6,6,6,2,58,3,1,56,89,4,2,1,60,237,0,73
0,11,91,35,0,4,1,7,8,1,47,2,5,23,76,4,5,2,56,194,0,74
1,3,60,22,0,3,6,6,6,2,78,2,1,25,80,2,5,0,78,165,0,72
0,8,50,16,0,3,6,6,6,1,38,2,1,9,82,2,4,0,75,119,0,78
1,3,78,27,0,3,4,4,6,1,76,2,1,92,33,1,5,1,100,125,0,61
